popular_albuns_rank,artist_band,decade,musical_genre,total_awards_nominations,uk number 1's,million_sales
4760,anthony braxton,70's,jazz,0,0,0
4762,the blood brothers,00's,rock,0,0,0
4774,lil b,10's,hip-hop,0,0,0
4775,bert jansch,60's,folk,0,0,0
4776,coldworld,00's,metal,0,0,0
4779,2 chainz,10's,hip-hop,0,0,0
4780,nala sinephro,10's,jazz,0,0,0
4781,twisted sister,80's,rock,0,0,0
4783,mount kimbie,10's,electronic,0,0,0
4785,cults,10's,pop,0,0,0
4787,bruce dickinson,90's,metal,0,0,0
4791,fates warning,80's,metal,0,0,0
4792,cowboy junkies,80's,folk,0,0,0
4793,septicflesh,00's,metal,0,0,0
4795,moby grape,60's,rock,0,0,0
4796,the psychedelic furs,80's,rock,0,0,0
4798,today is the day,00's,rock,0,0,0
4799,flotation toy warning,00's,rock,0,0,0
4800,faye webster,10's,country,0,0,0
4804,manitoba,00's,pop,0,0,0
4806,rex orange county,10's,pop,0,0,0
4808,insomnium,00's,metal,0,0,0
4810,guru,90's,jazz,0,0,0
4811,haley heynderickx,10's,folk,0,0,0
4812,machine gun kelly,10's,rock,0,0,0
4815,rxk nephew,10's,hip-hop,0,0,0
4816,iced earth,90's,metal,0,0,0
4819,dj rozwell,10's,hip-hop,0,0,0
4825,beach fossils,10's,rock,0,0,0
4826,the koreatown oddity,10's,jazz,0,0,0
4827,宇多田ヒカル [hikaru utada],10's,pop,0,0,0
4830,ensiferum,00's,metal,0,0,0
4833,ufo,70's,rock,0,0,0
4834,redman,90's,hip-hop,0,0,0
4836,ahab,00's,metal,0,0,0
4841,spk,80's,electronic,0,0,0
4843,dexys midnight runners,80's,soul_funk,0,0,0
4844,banco del mutuo soccorso,70's,rock,0,0,0
4850,ella fitzgerald & louis armstrong,50's,jazz,0,0,0
4851,mc5,70's,rock,0,0,0
4859,courtney barnett & kurt vile,10's,rock,0,0,0
4861,the teardrop explodes,80's,rock,0,0,0
4865,everything but the girl,90's,electronic,0,0,0
4876,inquisition,10's,metal,0,0,0
4877,machinedrum,10's,electronic,0,0,0
4879,dave,10's,hip-hop,0,0,0
4880,country joe & the fish,60's,rock,0,0,0
4882,änglagård,90's,rock,0,0,0
4884,trippie redd,10's,rock,0,0,0
4885,the brian jonestown massacre,90's,rock,0,0,0
4889,high on fire,00's,metal,0,0,0
4890,ratking,10's,hip-hop,0,0,0
4893,jack johnson,00's,rock,0,0,0
4894,nelly furtado,00's,pop,0,0,0
4897,devin townsend project,10's,metal,0,0,0
4898,prefuse 73,00's,hip-hop,0,0,0
4899,sheck wes,10's,hip-hop,0,0,0
4901,bone thugs-n-harmony,90's,hip-hop,0,0,0
4902,księżyc,90's,folk,0,0,0
4907,wings,70's,rock,0,0,0
4911,whitehouse,00's,electronic,0,0,0
4913,alexander spence,60's,folk,0,0,0
4914,baby huey,70's,soul_funk,0,0,0
4916,clifford brown and max roach,50's,jazz,0,0,0
4917,elis regina & antônio carlos jobim,70's,jazz,0,0,0
4920,spiritualized electric mainline,90's,rock,0,0,0
4922,young thug & young stoner life recordsyoung thugyoung stoner life,10's,pop,0,0,0
4926,hiatus kaiyote,10's,soul_funk,0,0,0
4930,melanie martinez,10's,pop,0,0,0
4931,sia,10's,pop,0,0,0
4932,peter bjorn and john,00's,pop,0,0,0
4935,buddy holly,50's,rock,0,2,0
4937,saxon,80's,metal,0,0,0
4938,long fin killie,90's,rock,0,0,0
4939,stars,00's,pop,0,0,0
4942,dido,90's,pop,0,0,0
4945,the silver mt. zion memorial orchestra & tra-la-la band with choir,00's,rock,0,0,0
4946,scissor sisters,00's,rock,0,0,0
4948,pinkshinyultrablast,10's,rock,0,0,0
4949,arooj aftab,10's,folk,0,0,0
4950,labradford,90's,rock,0,0,0
4958,insect warfare,00's,metal,0,0,0
4959,the cardigans,90's,rock,0,0,0
4960,matana roberts,10's,jazz,0,0,0
4962,black marble,10's,electronic,0,0,0
4964,set fire to flames,00's,rock,0,0,0
4971,leviathan,10's,metal,0,0,0
4974,perfume,00's,pop,0,0,0
4976,jack stauber,10's,pop,0,0,0
4982,terry callier,70's,soul_funk,0,0,0
4988,doopees,90's,pop,0,0,0
4991,tigers jaw,00's,rock,0,0,0
4996,eluvium,00's,electronic,0,0,0
4999,third ear band,70's,folk,0,0,0
0,chuck berry,50's,rock,0,1,0
0,jimi hendrix,60's,rock,1,0,0
0,ray charles,60's,soul_funk,37,1,0
0,beach boys,60's,rock,4,2,0
0,sam cooke,60's,soul_funk,6,0,0
0,muddy waters,50's,blues,11,0,0
0,bo diddley,60's,blues,2,0,0
0,jerry lee lewis,50's,blues,3,0,0
0,smokey robinson & the miracles,60's,soul_funk,1,0,0
0,everly brothers,60's,rock,4,4,0
0,roy orbison,50's,rock,9,3,0
0,howlin' wolf,50's,rock,3,0,0
0,tina turner,80's,rock,25,0,100
0,phil spector,60's,rock,3,0,0
0,the temptations,70's,soul_funk,9,0,0
0,jackie wilson,60's,soul_funk,2,0,0
0,the eagles,70's,rock,18,0,0
0,the four tops,60's,soul_funk,1,1,0
0,the drifters,60's,soul_funk,1,0,0
0,james taylor,70's,folk,18,0,100
0,booker t & the mg's,60's,soul_funk,4,0,0
0,diana ross and the supremes,70's,soul_funk,2,1,0
0,carl perkins,50's,rock,2,0,0
0,mariah carey,90's,pop,0,0,220
0,whitney houston,80's,pop,0,0,200
0,celine dion,80's,rock,0,0,200
0,garth brooks,80's,country,0,0,170
0,barbra streisand,60's,pop,0,0,150
0,chris brown,00's,pop,0,0,140
0,bee gees,60's,pop,0,0,120
0,george strait,80's,country,0,0,100
0,pink,00's,pop,0,0,100
0,b'z,80's,rock,0,0,100
0,shania twain,90's,country,0,0,100
0,backstreet boys,90's,pop,0,0,100
0,neil diamond,60's,pop,0,0,100
0,journey,70's,rock,0,0,100
0,kenny rogers,70's,country,0,0,100
0,julio iglesias,60's,latin pop,0,0,100
0,foreigner,70's,rock,0,0,100
0,chicago,60's,rock,0,0,100
0,the carpenters,60's,pop,0,0,100
0,"earth, wind & fire",70's,pop,0,0,100
0,cher,60's,pop,0,0,100
0,olivia newton-john,60's,pop,0,0,100
0,linda ronstadt,60's,rock,0,0,100
0,donna summer,70's,pop,0,0,100
0,alicia keys,00's,pop,0,0,90
0,christina aguilera,90's,pop,0,0,901
0,lionel richie,80's,pop,0,0,90
0,flo rida,00's,hip-hop,0,0,80
0,usher,90's,pop,0,0,80
0,shakira,90's,latin pop,0,0,80
0,tim mcgraw,90's,country,0,0,80
0,ayumi hamasaki,90's,electronic,0,0,80
0,johnny hallyday,60's,rock,0,0,80
0,luke bryan,00's,country,0,0,75
0,tupac shakur,90's,hip-hop,0,0,75
0,alabama,80's,country,0,0,75
0,r. kelly,90's,pop,0,0,75
0,robbie williams,90's,pop,0,0,75
0,bob seger,60's,rock,0,0,75
0,kenny g,80's,jazz,0,0,75
0,enya,80's,new-age / celtic,0,0,75
0,bryan adams,70's,rock,0,0,75
0,bob marley,70's,reggae,0,0,75
0,gloria estefan,80's,latin pop,0,0,75
0,barry manilow,70's,pop,0,0,75
