popular_albuns_rank,artist_band,reference_year,musical_genre,total_awards_nominations,uk number 1's,million_sales
3070,the fiery furnaces,2004,pop,0,0,0
3071,abc,1982,electronic,0,0,0
3072,doja cat,2021,pop,0,0,0
3076,peste noire,2006,metal,0,0,0
3080,simple minds,1982,electronic,0,0,0
3082,dltzk,2021,pop,0,0,0
3085,65daysofstatic,2004,rock,0,0,0
3087,yndi halda,2005,rock,0,0,0
3089,forest swords,2013,electronic,0,0,0
3091,van dyke parks,1967,pop,0,0,0
3094,uncle acid & the deadbeats,2011,rock,0,0,0
3096,a. g. cook,2020,electronic,0,0,0
3098,kansas,1976,rock,0,0,0
3101,chapterhouse,1991,rock,0,0,0
3104,agent orange,1981,rock,0,0,0
3108,moses sumney,2020,pop,0,0,0
3110,cardiacs,1996,rock,0,0,0
3111,this town needs guns,2008,rock,0,0,0
3113,armand hammer,2020,hip-hop,0,0,0
3115,paradise lost,1995,metal,0,0,0
3118,luomo,2000,electronic,0,0,0
3121,wintersun,2004,metal,0,0,0
3122,ybn cordae,2019,jazz,0,0,0
3127,seefeel,1993,electronic,0,0,0
3129,the sugarcubes,1988,rock,0,0,0
3137,oh sees,2017,rock,0,0,0
3139,underscores,2021,pop,0,0,0
3141,viper,2008,hip-hop,0,0,0
3142,山下達郎 [tatsuro yamashita],1982,pop,0,0,0
3146,corey feldman,2016,rock,0,0,0
3147,antônio carlos jobim,1967,jazz,0,0,0
3150,yuck,2011,rock,0,0,0
3152,fantômas,2001,rock,0,0,0
3154,norah jones,2002,pop,0,0,0
3156,toro y moi,2010,electronic,0,0,0
3158,souls of mischief,1993,jazz,0,0,0
3161,fax gang,2021,hip-hop,0,0,0
3167,cindy lee,2020,pop,0,0,0
3169,disembowelment,1993,metal,0,0,0
3170,preoccupations,2016,rock,0,0,0
3171,ana frango elétrico,2019,pop,0,0,0
3174,lily allen,2006,pop,0,0,0
3179,dark angel,1986,metal,0,0,0
3181,thaiboy digital,2019,hip-hop,0,0,0
3187,dark throne,1991,metal,0,0,0
3195,turnover,2015,rock,0,0,0
3197,christoph de babalon,1997,electronic,0,0,0
3203,sigh,2001,metal,0,0,0
3204,吉村弘 [hiroshi yoshimura],1982,electronic,0,0,0
3206,the dillinger esc plan,2010,metal,0,0,0
3208,adolescents,1981,rock,0,0,0
3211,power trip,2017,metal,0,0,0
3213,john prine,1971,folk,0,0,0
3216,pain of salvation,2002,metal,0,0,0
3219,deepchord presents echospace,2010,electronic,0,0,0
3225,n*e*r*d,2017,pop,0,0,0
3228,thelonious monk septet,1957,jazz,0,0,0
3229,lee morgan,1964,jazz,0,0,0
3238,lovesliescrushing,1993,rock,0,0,0
3243,神聖かまってちゃん [shinsei kamattechan],2010,rock,0,0,0
3251,the dream syndicate,1982,pop,0,0,0
3254,saint pepsi,2013,soul_funk,0,0,0
3255,klaxons,2007,rock,0,0,0
3259,al green,1972,soul_funk,21,0,0
3260,jaden,2017,pop,0,0,0
3262,no age,2008,rock,0,0,0
3265,alice coltrane,1970,jazz,0,0,0
3267,remo drive,2017,rock,0,0,0
3273,nilsson,1971,rock,0,0,0
3275,the get up kids,1999,rock,0,0,0
3280,elbow,2008,rock,0,0,0
3281,thee silver mt. zion memorial orchestra & tra-la-la band,2005,rock,0,0,0
3282,ボリス,2020,rock,0,0,0
3286,ayreon,2004,rock,0,0,0
3296,converge & chelsea wolfe,2021,metal,0,0,0
3297,the stranglers,1977,rock,0,0,0
3298,harmonium,1975,folk,0,0,0
3299,harold budd,1978,electronic,0,0,0
3300,superorganism,2018,rock,0,0,0
3303,beth gibbons & rustin man,2002,folk,0,0,0
3306,大貫妙子 [taeko ohnuki],1977,pop,0,0,0
3308,sum 41,2001,rock,0,0,0
3309,gang gang dance,2011,rock,0,0,0
3311,buzzcocks,1978,rock,0,0,0
3312,crying,2016,pop,0,0,0
3316,the newfound interest in connecticut,2005,rock,0,0,0
3321,prurient,2015,electronic,0,0,0
3322,andrew hill,1965,jazz,0,0,0
3323,the flying burrito bros,1969,rock,0,0,0
3327,dmx,1998,hip-hop,0,0,0
3333,the miles davis quintet,1957,jazz,0,0,0
3334,afi,2003,rock,0,0,0
3336,iamamiwhoami,2012,pop,0,0,0
3337,ski mask the slump god,2018,hip-hop,0,0,0
3343,sbtrkt,2011,electronic,0,0,0
3349,cluster,1974,rock,0,0,0
3351,the incredible string band,1968,folk,0,0,0
3353,lykke li,2011,pop,0,0,0
3354,rodriguez,1970,rock,0,0,0
3357,envy,2001,metal,0,0,0
3358,alabama shakes,2015,rock,0,0,0
3360,きのこ帝国 [kinoko teikoku],2013,rock,0,0,0
3363,the wailers,1973,reggae,0,0,0
3365,dry cleaning,2021,rock,0,0,0
3367,my dying bride,1993,metal,0,0,0
3369,david crosby,1971,rock,0,0,0
3373,henry cow,1975,rock,0,0,0
3375,scorpions,1982,rock,0,0,0
3377,max roach,1961,jazz,0,0,0
3378,future islands,2014,electronic,0,0,0
3379,the alan parsons project,1977,rock,0,0,0
3381,anna von hausswolff,2020,electronic,0,0,0
3385,ashra,1977,electronic,0,0,0
3386,hmltd,2020,rock,0,0,0
3387,bill evans trio,1960,jazz,0,0,0
3389,streetlight manifesto,2003,rock,0,0,0
3391,thee silver mt. zion memorial orchestra,2014,rock,0,0,0
3395,rob scallon & doug walker,2019,rock,0,0,0
3396,passion pit,2009,pop,0,0,0
3404,smog,1999,rock,0,0,0
3405,john coltrane quartet,1963,jazz,0,0,0
3407,archers of loaf,1993,rock,0,0,0
3410,the carters,2018,pop,0,0,0
3415,6ix9ine,2018,hip-hop,0,0,0
3419,drop nineteens,1992,rock,0,0,0
3421,"sufjan stevens, nico muhly, bryce dessner & james mcalister",2017,pop,0,0,0
3422,rise against,2006,rock,0,0,0
3423,diamond head,1980,metal,0,0,0
3425,captain beyond,1972,rock,0,0,0
3427,satyricon,1996,metal,0,0,0
3429,shining,2007,metal,0,0,0
3431,better oblivion community center,2019,rock,0,0,0
3434,arlo parks,2021,pop,0,0,0
3436,cyndi lauper,1983,rock,0,0,0
3438,sturgill simpson,2016,soul_funk,0,0,0
3439,mutantes,1970,rock,0,0,0
3442,mewithoutyou,2006,rock,0,0,0
3444,slick rick,1988,hip-hop,0,0,0
3445,enslaved,2003,metal,0,0,0
3446,rome,2009,folk,0,0,0
3449,boldy james & the alchemist,2021,hip-hop,0,0,0
3451,riverside,2005,rock,0,0,0
3453,metronomy,2011,pop,0,0,0
3458,scarface,1994,hip-hop,0,0,0
3460,ne obliviscaris,2012,metal,0,0,0
3462,ben frost,2014,electronic,0,0,0
3465,foxtails,2022,rock,0,0,0
3468,aaliyah,2001,soul_funk,0,0,0
3470,animals as leaders,2009,metal,0,0,0
3472,swell maps,1980,rock,0,0,0
3473,françoise hardy,1971,pop,0,0,0
3474,hayley williams,2020,pop,0,0,0
3475,thinking fellers union local 282,1994,rock,0,0,0
3476,tuxedomoon,1981,rock,0,0,0
3477,moonsorrow,2005,metal,0,0,0
3478,the devin townsend project,2009,metal,0,0,0
3483,primordial,2007,metal,0,0,0
3484,loathe,2020,metal,0,0,0
3486,dababy,2019,hip-hop,0,0,0
3489,premiata forneria marconi,1972,rock,0,0,0
3492,solid space,1982,electronic,0,0,0
3496,amesoeurs,2009,rock,0,0,0
3501,lou reed & john cale,1990,rock,0,0,0
3504,big pun,1998,hip-hop,0,0,0
3508,the darkness,2003,rock,0,0,0
3510,hawkwind,1972,rock,0,0,0
3514,eyehategod,1993,metal,0,0,0
3517,ved buens ende.....,1995,metal,0,0,0
3518,black moth super rainbow,2007,rock,0,0,0
3522,beach bunny,2020,rock,0,0,0
3523,pink guy,2017,hip-hop,0,0,0
3525,sun city girls,1990,rock,0,0,0
3529,grace jones,1981,pop,0,0,0
3531,pinegrove,2016,rock,0,0,0
3532,matmos,2019,electronic,0,0,0
3533,circle jerks,1980,rock,0,0,0
3540,tune-yards,2011,pop,0,0,0
3543,le tigre,1999,rock,0,0,0
3544,robbie basho,1978,folk,0,0,0
3545,sun ra and his arkestra,1979,jazz,0,0,0
3546,the hives,2000,rock,0,0,0
3547,paavoharju,2005,folk,0,0,0
3548,street sects,2016,rock,0,0,0
3549,city morgue,2018,metal,0,0,0
3550,sonny sharrock,1969,jazz,0,0,0
3552,neko case,2006,country,0,0,0
3554,doves,2000,rock,0,0,0
3556,rod stewart,1971,rock,0,0,120
3558,travis,1999,rock,0,0,0
3563,tennis,2020,pop,0,0,0
3564,the rapture,2003,rock,0,0,0
3570,floating points,2019,electronic,0,0,0
3571,goodie mob,1995,hip-hop,0,0,0
3572,t2,1970,rock,0,0,0
3581,soda stereo,1992,rock,0,0,0
3585,wes montgomery,1960,jazz,0,0,0
3586,incantation,1992,metal,0,0,0
3588,the moody blues,1968,pop,0,0,0
3590,sadness,2019,metal,0,0,0
3591,hatchie,2019,pop,0,0,0
3596,jamiroquai,1996,jazz,0,0,0
3597,laura nyro,1968,pop,0,0,0
3599,warning,2006,metal,0,0,0
3600,metro boomin,2018,hip-hop,0,0,0
3601,kashiwa daisuke,2007,electronic,0,0,0
3602,planning for burial,2017,rock,0,0,0
3609,city of caterpillar,2002,rock,0,0,0
3616,chloe x halle,2020,soul_funk,0,0,0
3619,the gathering,1995,metal,0,0,0
3623,baths,2010,pop,0,0,0
3626,against me!,2014,rock,0,0,0
3627,halsey,2021,rock,0,0,0
3628,rjd2,2002,hip-hop,0,0,0
3636,actress,2012,electronic,0,0,0
3645,"the good, the bad & the queen",2007,rock,0,0,0
3648,the mama's and the papa's,1966,rock,0,0,0
3650,silversun pickups,2006,rock,0,0,0
3652,world's end girlfriend,2007,rock,0,0,0
3654,overkill,1989,metal,0,0,0
3655,greta van fleet,2018,rock,0,0,0
3657,hot chip,2006,pop,0,0,0
3668,randy newman,1972,rock,0,0,0
3673,кино [kino],1988,rock,0,0,0
3675,accept,1983,metal,0,0,0
3677,code orange,2020,metal,0,0,0
3680,the cult,1985,rock,0,0,0
3681,don cherry,1977,jazz,0,0,0
3682,taking back sunday,2002,rock,0,0,0
3685,siouxsie & the banshees,1986,rock,0,0,0
3687,the kooks,2006,rock,0,0,0
3688,einstuerzende neubauten,1989,electronic,0,0,0
3694,jefre cantu-ledesma,2010,electronic,0,0,0
3698,devendra banhart,2004,folk,0,0,0
3703,live,1994,rock,0,0,0
3704,ben folds five,1997,rock,0,0,0
3705,nickelback,2001,rock,0,0,0
3708,joão gilberto,1959,jazz,0,0,0
3710,freddie gibbs,2017,hip-hop,0,0,0
3712,3776,2019,pop,0,0,0
3718,the blue öyster cult,1973,rock,0,0,0
3722,orange juice,1982,pop,0,0,0
3724,sevdaliza,2020,pop,0,0,0
3730,eddie vedder,2007,rock,0,0,0
3732,john mayer,2006,rock,0,0,0
3735,jeff beck,1975,rock,0,0,0
3736,damon albarn,2014,pop,0,0,0
3737,gris,2007,metal,0,0,0
3738,janet jackson,1989,pop,0,0,100
3739,chicago transit authority,1969,rock,0,0,0
3740,rob zombie,1998,metal,0,0,0
3741,windir,1999,metal,0,0,0
3744,phil collins,1981,rock,0,0,150
3745,sarcófago,1987,metal,0,0,0
3746,dredg,2002,rock,0,0,0
3749,small faces,1968,rock,0,0,0
3750,john frusciante,2005,rock,0,0,0
3752,morbid saint,1990,metal,0,0,0
3759,renaissance,1975,rock,0,0,0
3761,aztec camera,1983,pop,0,0,0
3762,willie nelson,1975,country,0,0,0
3763,cursive,2003,rock,0,0,0
3764,jessica pratt,2019,folk,0,0,0
3766,koopsta knicca,1999,hip-hop,0,0,0
3770,warpaint,2010,rock,0,0,0
3774,zappa,1976,rock,0,0,0
3775,traveling wilburys,1988,rock,0,0,0
3777,men i trust,2019,pop,0,0,0
3778,circle takes the square,2004,rock,0,0,0
3786,avey tare,2019,rock,0,0,0
3788,brainbombs,1995,rock,0,0,0
3792,nxworries,2016,soul_funk,0,0,0
3793,waxahatchee,2020,country,0,0,0
3794,crywank,2013,folk,0,0,0
3795,magnetic fields,1994,pop,0,0,0
3797,bush,1994,rock,0,0,0
3799,orville peck,2019,country,0,0,0
3800,dimmu borgir,1997,metal,0,0,0
3807,dragonforce,2006,metal,0,0,0
3810,lucio battisti,1974,pop,0,0,0
3811,ultravox,1980,electronic,0,0,0
3816,goblin,1977,rock,0,0,0
3817,repulsion,1989,metal,0,0,0
3818,black sabbath featuring tony iommiblack sabbathtony iommi,1986,rock,0,0,0
3820,the drones,2013,rock,0,0,0
3823,pantha du prince,2010,electronic,0,0,0
3824,inxs,1987,rock,0,0,0
3830,nevermore,2005,metal,0,0,0
3831,gram parsons,1974,rock,1,0,0
3837,eric clapton,1974,rock,37,0,100
3841,the field mice,1989,pop,0,0,0
3844,glass animals,2016,pop,0,0,0
3845,broken bells,2010,pop,0,0,0
3846,justice,2011,rock,0,0,0
3847,daniel caesar,2017,soul_funk,0,0,0
3848,pale saints,1990,rock,0,0,0
3849,kings of convenience,2004,pop,0,0,0
3850,calvin harris,2017,pop,0,0,0
3851,felt,1986,pop,0,0,0
3854,s.o.d.,1985,metal,0,0,0
3855,angel witch,1980,metal,0,0,0
3856,ty segall,2014,rock,0,0,0
3857,stiff little fingers,1979,rock,0,0,0
3862,origami angel,2019,rock,0,0,0
3863,panopticon,2021,metal,0,0,0
3868,midlake,2006,rock,0,0,0
3870,shuggie otis,1974,soul_funk,0,0,0
3871,warren zevon,1978,rock,0,0,0
3874,zeal and ardor,2018,metal,0,0,0
3875,imperial triumphant,2020,metal,0,0,0
3876,julian casablancas + the voidz,2014,rock,0,0,0
3878,owen pallett,2010,pop,0,0,0
3879,oliver nelson,1961,jazz,0,0,0
3880,james brown,1973,soul_funk,8,0,0
3886,royal trux,1990,rock,0,0,0
3889,quelle chris & chris keys,2020,jazz,0,0,0
3895,cecil taylor,1966,jazz,0,0,0
3896,blut aus nord,2003,metal,0,0,0
3898,pop smoke,2020,pop,0,0,0
3901,shabaka and the ancestors,2020,jazz,0,0,0
3904,vein,2018,metal,0,0,0
3909,whitesnake,1987,rock,0,0,0
3910,epmd,1988,hip-hop,0,0,0
3911,jean grae & quelle chris,2018,hip-hop,0,0,0
3915,boogie down productions,1987,hip-hop,0,0,0
3919,modern baseball,2014,rock,0,0,0
3921,metal church,1984,metal,0,0,0
3924,ab-soul,2012,hip-hop,0,0,0
3928,billy bragg & wilco,1998,rock,0,0,0
3929,trent reznor and atticus ross,2010,electronic,0,0,0
3932,joe satriani,1987,rock,0,0,0
3939,failure,1996,rock,0,0,0
3941,ал-90,2015,electronic,0,0,0
3942,cult of luna and julie christmascult of lunajulie christmas,2016,metal,0,0,0
3946,billy woods,2012,hip-hop,0,0,0
3948,goat,2012,rock,0,0,0
3950,billie holiday & ray ellis and his orchestrabillie holidayray ellis,1958,jazz,0,0,0
3953,youth lagoon,2011,pop,0,0,0
3957,cccp fedeli alla linea,1986,rock,0,0,0
3964,david byrne & st. vincent,2012,pop,0,0,0
3969,thirty seconds to mars,2005,rock,0,0,0
3972,trivium,2005,metal,0,0,0
3988,television personalities,1981,rock,0,0,0
3989,the promise ring,1997,rock,0,0,0
3993,gorgoroth,1994,metal,0,0,0
3996,bullet for my valentine,2005,metal,0,0,0
3997,jordaan mason & the horse museum,2009,folk,0,0,0
4003,super furry animals,1997,rock,0,0,0
4005,manu chao,1998,rock,0,0,0
4009,porter ricks,1996,electronic,0,0,0
4010,bill evans & jim hall,1962,jazz,0,0,0
4014,horse lords,2020,rock,0,0,0
4015,grinderman,2007,rock,0,0,0
4016,giorgio,1977,electronic,0,0,0
4022,protest the hero,2008,metal,0,0,0
4025,scott walker + sunn o)))scott walkersunn o))),2014,rock,0,0,0
4027,miles davis + 19,1957,jazz,0,0,0
4029,pi'erre bourne,2021,pop,0,0,0
4035,procol harum,1967,rock,0,0,0
4037,ought,2015,rock,0,0,0
4038,王菲 [faye wong],1996,pop,0,0,0
4046,future & lil uzi vert,2020,hip-hop,0,0,0
4047,dennis wilson,1977,rock,0,0,0
4048,thrice,2003,rock,0,0,0
4051,the internet,2015,soul_funk,0,0,0
4052,bad company,1974,rock,0,0,0
4053,rapeman,1988,rock,0,0,0
4054,dungen,2004,rock,0,0,0
4055,pink siifu,2020,electronic,0,0,0
4062,area,1973,rock,0,0,0
4064,david thomas broughton,2005,folk,0,0,0
4070,rae sremmurd,2015,pop,0,0,0
4074,symphony x,1997,metal,0,0,0
4081,susumu yokota,2000,electronic,0,0,0
4085,conway the machine,2020,hip-hop,0,0,0
4087,beherit,1993,metal,0,0,0
4089,mccoy tyner,1967,jazz,0,0,0
4091,toto,1982,rock,0,0,0
4092,asia,1982,rock,0,0,0
4094,trouble,1984,metal,0,0,0
4096,henry flynt,1986,folk,0,0,0
4100,justin bieber,2015,pop,0,0,150
4101,nofx,1994,rock,0,0,0
4103,kmd,2000,hip-hop,0,0,0
4105,the waterboys,1985,rock,0,0,0
4111,portal,2018,metal,0,0,0
4117,the goslings,2006,rock,0,0,0
4119,blackfield,2004,rock,0,0,0
4120,savatage,1987,metal,0,0,0
4121,microphones,1999,rock,0,0,0
4123,sugar,1992,rock,0,0,0
4124,full of hell & merzbow,2014,metal,0,0,0
4128,the undertones,1979,rock,0,0,0
4130,ground-zero,1997,rock,0,0,0
4132,the crazy world of arthur brown,1968,rock,0,0,0
4135,rustie,2011,electronic,0,0,0
4137,deutsch amerikanische freundschaft,1981,rock,0,0,0
4138,art ensemble of chicago,1970,jazz,0,0,0
4139,the black eyed peas,2009,pop,0,0,80
4141,lloyd cole and the commotions,1984,pop,0,0,0
4142,ladytron,2005,electronic,0,0,0
4143,ad nauseam,2021,metal,0,0,0
4145,rhye,2013,pop,0,0,0
4152,jaco pastorius,1976,jazz,0,0,0
4155,josé gonzález,2003,folk,0,0,0
4158,elastica,1995,rock,0,0,0
4161,amnesia scanner,2018,electronic,0,0,0
4162,spirit,1970,rock,0,0,0
4163,ultramagnetic mc's,1988,hip-hop,0,0,0
4165,papa roach,2000,rock,0,0,0
4166,bikini kill,1993,rock,0,0,0
4168,klô pelgag,2020,pop,0,0,0
4169,miley cyrus,2015,rock,0,0,0
4176,darkspace,2008,metal,0,0,0
4178,leftfield,1995,electronic,0,0,0
4183,cradle of filth,1996,metal,0,0,0
4184,oathbreaker,2016,metal,0,0,0
4185,mount eerie with julie doironmount eeriejulie doiron,2019,folk,0,0,0
4186,goldie,1995,electronic,0,0,0
4188,cluster & eno,1977,electronic,0,0,0
4194,dragged into sunlight,2009,metal,0,0,0
4195,tomb mold,2019,metal,0,0,0
4197,haken,2013,rock,0,0,0
4199,dean blunt & inga copeland,2012,pop,0,0,0
4200,cibo matto,1996,pop,0,0,0
4206,the crickets,1957,rock,0,0,0
4208,glassjaw,2002,rock,0,0,0
4214,jlin,2017,electronic,0,0,0
4219,nils frahm,2018,electronic,0,0,0
4222,boris with merzbow,2020,metal,0,0,0
4223,atmosphere,2002,hip-hop,0,0,0
4226,lemonheads,1992,rock,0,0,0
4228,oxbow,2017,rock,0,0,0
4231,mojave 3,1995,pop,0,0,0
4234,the gaslight anthem,2008,rock,0,0,0
4235,細野晴臣 [haruomi hosono] / 鈴木茂 [shigeru suzuki] / 山下達郎 [tatsuro yamashita],1978,pop,0,0,0
4237,black moon,1993,hip-hop,0,0,0
4238,µ-ziq,1997,electronic,0,0,0
4239,reflection eternal,2000,hip-hop,0,0,0
4241,mild high club,2016,rock,0,0,0
4246,flume,2016,pop,0,0,0
4247,bad bunny,2020,reggae,0,0,0
4248,silvana estrada,2022,folk,0,0,0
4251,eartheater,2020,folk,0,0,0
4252,blackalicious,2002,hip-hop,0,0,0
4253,necrophagist,2004,metal,0,0,0
4255,boldy james & sterling toles,2020,jazz,0,0,0
4257,w.a.s.p.,1984,metal,0,0,0
4258,blink,1995,rock,0,0,0
4261,nocturnus,1990,metal,0,0,0
4263,jenny hval,2016,pop,0,0,0
4264,kylesa,2009,metal,0,0,0
4270,pelican,2005,metal,0,0,0
4271,show me the body,2019,rock,0,0,0
4272,erika de casier,2021,soul_funk,0,0,0
4273,l'rain,2021,rock,0,0,0
4274,sun-ra and his astro infinity arkestra,1969,jazz,0,0,0
4276,budgie,1973,rock,0,0,0
4277,algernon cadwallader,2008,rock,0,0,0
4280,yeasayer,2010,rock,0,0,0
4284,the game,2005,hip-hop,0,0,0
4285,holly herndon,2019,pop,0,0,0
4286,gonjasufi,2010,rock,0,0,0
4287,david gilmour,2006,rock,0,0,0
4295,artillery,1990,metal,0,0,0
4301,fun.,2012,rock,0,0,0
4304,nicki minaj,2010,pop,0,0,100
4307,macklemore & ryan lewis,2012,pop,0,0,0
4310,screaming trees,1996,rock,0,0,0
4313,the dandy warhols,2000,rock,0,0,0
4317,thursday,2001,rock,0,0,0
4322,rich brian,2018,pop,0,0,0
4328,gwen stefani,2004,pop,0,0,0
4332,temples,2014,rock,0,0,0
4333,i hate myself,1997,rock,0,0,0
4337,skid row,1989,rock,0,0,0
4339,of monsters and men,2011,pop,0,0,0
4341,santogold,2008,rock,0,0,0
4346,808 state,1989,electronic,0,0,0
4348,strawberry switchblade,1985,electronic,0,0,0
4349,neil young and crazy horseneil youngcrazy horse,1994,rock,0,0,0
4350,pentagram,1985,metal,0,0,0
4353,目黒将司 [shoji meguro],2017,jazz,0,0,0
4355,joe jackson,1979,pop,0,0,0
4362,yardbirds,1966,rock,0,0,0
4364,crass,1979,rock,0,0,0
4378,ofwgkta,2012,hip-hop,0,0,0
4383,daniel lopatin,2019,electronic,0,0,0
4384,manowar,1988,metal,0,0,0
4387,atari teenage riot,1995,electronic,0,0,0
4397,the vaccines,2011,rock,0,0,0
4398,abba,1980,pop,0,0,150
4399,killswitch engage,2004,metal,0,0,0
4401,babymetal,2014,metal,0,0,0
4402,catherine wheel,1992,rock,0,0,0
4406,cattle decapitation,2012,metal,0,0,0
4410,blackout,1995,hip-hop,0,0,0
4411,nara leão,1971,jazz,0,0,0
4413,waste of space orchestra,2019,metal,0,0,0
4418,imogen heap,2005,pop,0,0,0
4421,lizzy mercier descloux,1979,rock,0,0,0
4423,arthur verocai,1972,pop,0,0,0
4424,serpentwithfeet,2018,pop,0,0,0
4431,kamelot,2005,rock,0,0,0
4434,jónsi,2010,pop,0,0,0
4438,billy cobham,1973,rock,0,0,0
4441,skinny puppy,1990,electronic,0,0,0
4442,metric,2009,rock,0,0,0
4449,le mystère des voix bulgares,1975,folk,0,0,0
4451,the black crowes,1990,rock,0,0,0
4455,(the) melvins,2006,metal,0,0,0
4456,harmonia,1974,rock,0,0,0
4457,16 horsepower,2000,country,0,0,0
4458,blackpink,2020,pop,0,0,0
4462,orphaned land,2004,metal,0,0,0
4465,yusef lateef,1964,jazz,0,0,0
4466,ratatat,2006,electronic,0,0,0
4468,rudimentary peni,1983,rock,0,0,0
4470,nujabes / fat jon,2004,hip-hop,0,0,0
4471,emeralds,2010,electronic,0,0,0
4472,jorja smith,2018,soul_funk,0,0,0
4473,the drums,2011,pop,0,0,0
4474,trust,2012,electronic,0,0,0
4475,these new puritans,2013,rock,0,0,0
4477,magma,1970,rock,0,0,0
4479,bicep,2021,electronic,0,0,0
4480,etta james,1960,blues,0,0,0
4481,free,1970,rock,0,0,0
4482,this will destroy you,2008,rock,0,0,0
4490,kevin ayers,1969,pop,0,0,0
4494,gastr del sol,1998,rock,0,0,0
4496,ty segall band,2012,rock,0,0,0
4501,do make say think,2003,rock,0,0,0
4504,alexandra savior,2020,pop,0,0,0
4510,tenhi,2006,folk,0,0,0
4511,nokturnal mortum,2009,metal,0,0,0
4514,dreamville,2019,hip-hop,0,0,0
4518,the walkmen,2004,rock,0,0,0
4523,mudvayne,2000,metal,0,0,0
4524,gil scott-heron & jamie xx,2011,electronic,0,0,0
4525,аукцыон [auktyon],1994,rock,0,0,0
4528,empire! empire! (i was a lonely estate),2009,rock,0,0,0
4529,sd laika,2014,electronic,0,0,0
4530,badly drawn boy,2000,pop,0,0,0
4531,roger waters,1992,rock,0,0,0
4540,daughter,2013,pop,0,0,0
4541,the devin townsend band,2003,metal,0,0,0
4551,princess nokia,2017,hip-hop,0,0,0
4553,lucy dacus,2018,rock,0,0,0
4556,flatbush zombies,2016,hip-hop,0,0,0
4557,swervedriver,1993,rock,0,0,0
4558,oliver tree,2020,rock,0,0,0
4559,food house,2020,electronic,0,0,0
4560,the john coltrane quartette,1962,jazz,0,0,0
4561,清水靖晃 [yasuaki shimizu],1982,pop,0,0,0
4562,sinéad o'connor,1990,rock,0,0,0
4564,les discrets,2010,rock,0,0,0
4565,deerhoof,2007,rock,0,0,0
4568,roddy ricch,2019,pop,0,0,0
4569,three days grace,2006,rock,0,0,0
4570,depressive silence,1996,electronic,0,0,0
4571,$uicideboy$,2018,hip-hop,0,0,0
4573,the fratellis,2006,rock,0,0,0
4579,velvet revolver,2004,rock,0,0,0
4580,zach hill,2010,rock,0,0,0
4583,the wedding present,1991,rock,0,0,0
4585,blind melon,1992,rock,0,0,0
4593,dj koze,2018,electronic,0,0,0
4595,living colour,1988,rock,0,0,0
4598,leprous,2015,metal,0,0,0
4603,atomic rooster,1970,rock,0,0,0
4605,flaming lips,1997,rock,0,0,0
4608,cliff martinez,2011,electronic,0,0,0
4610,horrendous,2018,metal,0,0,0
4616,cabaret voltaire,1981,rock,0,0,0
4617,jet,2003,rock,0,0,0
4620,tiger trap,1993,pop,0,0,0
4621,rosetta,2005,metal,0,0,0
4626,serj tankian,2007,rock,0,0,0
4628,gabor szabo,1968,jazz,0,0,0
4629,rodan,1994,rock,0,0,0
4631,the dead weather,2009,rock,0,0,0
4632,benny the butcher,2020,hip-hop,0,0,0
4633,nancy sinatra & lee hazlewood,1968,pop,0,0,0
4637,lil yachty,2017,pop,0,0,0
4638,full of hell,2019,metal,0,0,0
4641,say anything,2004,rock,0,0,0
4645,the hold steady,2006,rock,0,0,0
4646,nickelus f,2015,hip-hop,0,0,0
4648,sacramentum,1996,metal,0,0,0
4652,blasphemy,1990,metal,0,0,0
4654,brigitte fontaine & art ensemble of chicago,1970,jazz,0,0,0
4655,main source,1991,hip-hop,0,0,0
4656,!!!,2007,rock,0,0,0
4659,manilla road,1983,metal,0,0,0
4664,polyphia,2018,rock,0,0,0
4665,slum village,2000,hip-hop,0,0,0
4667,lone,2012,electronic,0,0,0
4668,thelonious monk with john coltrane,1961,jazz,0,0,0
4670,róisín murphy,2007,pop,0,0,0
4681,gotye,2011,pop,0,0,0
4684,george michael,1987,pop,0,0,100
4687,health,2009,rock,0,0,0
4689,white zombie,1995,metal,0,0,0
4697,creed,1999,rock,0,0,0
4699,ke\$ha,2010,pop,0,0,0
4700,jay som,2019,rock,0,0,0
4702,james carr,1967,soul_funk,0,0,0
4703,russian circles,2006,rock,0,0,0
4707,bill withers,1971,soul_funk,0,0,0
4712,monster magnet,1995,rock,0,0,0
4713,steve hackett,1975,rock,0,0,0
4714,teen suicide,2012,rock,0,0,0
4715,snow patrol,2006,rock,0,0,0
4717,the pentangle,1969,rock,0,0,0
4720,agitation free,1972,rock,0,0,0
4721,高木正勝 [masakatsu takagi],2014,folk,0,0,0
4723,the lounge lizards,1981,jazz,0,0,0
4725,saint vitus,1986,metal,0,0,0
4728,rowland s. howard,1999,rock,0,0,0
4731,return to forever,1976,rock,0,0,0
4732,omd,1983,electronic,0,0,0
4733,the body,2014,metal,0,0,0
4734,jon hassell & brian eno,1980,electronic,0,0,0
4738,mare cognitum,2021,metal,0,0,0
4739,camp lo,1997,jazz,0,0,0
4740,bloodbath,2004,metal,0,0,0
4741,art blakey & the jazz messengers,1965,jazz,0,0,0
4742,heart,1976,rock,0,0,0
4754,the for carnation,2000,rock,0,0,0
4759,spectral wound,2021,metal,0,0,0
4760,anthony braxton,1970,jazz,0,0,0
4762,the blood brothers,2003,rock,0,0,0
4774,lil b,2011,hip-hop,0,0,0
